sexe,age,distance_parcourus_KM,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,provenance,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
0,32,4,12,0,1,25,1,1,0,0,0,9,Intelligence artificielle ethique,0
1,18,28,9,1,0,12,0,2,1,1,1,8,Robotique,0
0,21,7,9,1,1,3,1,2,0,0,0,4,Machine Learning,0
0,32,3,18,0,0,0,0,4,0,0,0,10,Intelligence artificielle ethique,0
1,39,17,4,1,1,30,1,4,0,1,1,7,Philosophie 3,0
0,24,12,22,1,0,30,0,2,1,1,0,8,Application mobile 2,1
1,32,23,7,1,1,8,0,4,0,0,1,4,Robotique,0
1,35,29,12,0,0,18,0,2,0,1,1,8,Peripheriques et objets connectes,1
0,30,19,20,1,0,21,1,3,0,0,1,9,Francais 1,0
1,18,5,2,1,0,34,0,4,1,1,0,9,Securite informatique,0
1,26,18,20,1,0,14,0,0,0,0,1,7,Machine Learning,1
0,32,3,14,1,1,3,1,3,1,0,0,10,Securite informatique,0
0,33,30,15,0,0,13,1,4,1,0,0,4,Intelligence artificielle 1,0
0,27,21,9,1,1,33,0,4,1,1,1,10,Peripheriques et objets connectes,0
1,22,13,9,0,0,32,1,2,1,1,0,7,Systemes d'exploitation,0
0,29,28,25,1,0,13,1,0,1,1,0,6,Philosophie 3,1
0,37,14,7,1,1,10,1,2,0,1,1,6,Anglais,0
1,19,10,7,0,1,4,0,3,0,0,1,6,Philosophie 1,1
1,24,10,0,1,1,4,1,4,0,1,0,10,Machine Learning,1
0,34,15,18,0,1,18,1,0,0,0,0,4,Peripheriques et objets connectes,1
1,40,14,21,0,1,23,0,1,0,1,1,4,Philosophie 3,0
0,17,4,4,0,1,18,1,2,0,0,1,7,Systemes d'exploitation,1
1,39,9,7,1,1,34,0,3,0,0,1,5,Traitement du langage naturel,0
1,28,1,3,1,0,3,0,2,1,1,0,5,Espagnol,1
1,23,22,3,1,1,32,1,0,1,0,1,8,Application mobile 2,1
0,40,5,6,1,0,0,1,0,1,1,1,9,Big Data Analytics,0
1,19,16,25,1,1,30,0,0,1,0,0,10,Intelligence artificielle 1,1
1,40,20,13,0,0,13,1,4,1,0,0,9,Application mobile 1,0
1,32,1,4,1,1,13,0,3,0,0,1,4,Big Data Analytics,1
0,33,2,0,0,1,3,1,2,1,0,0,5,Systemes d'exploitation,1
0,37,12,25,1,1,5,0,0,1,1,1,10,Anglais,1
0,23,29,15,1,0,10,1,3,1,0,1,6,Robotique,1
1,36,24,25,1,0,4,0,4,1,0,0,8,Securite informatique,1
0,34,16,8,1,0,3,1,4,0,1,0,6,Langages de programmation avances,0
1,25,2,10,1,1,35,1,3,1,0,1,4,Mathematiques discretes,0
1,37,25,1,0,0,28,0,1,0,1,0,10,Traitement du langage naturel,0
1,31,21,7,1,0,12,0,2,0,1,0,4,Machine Learning,1
1,34,15,9,1,0,21,0,3,0,1,1,7,Intelligence artificielle 1,1
1,25,7,2,0,1,2,1,0,0,1,1,4,Machine Learning,0
1,39,19,7,0,1,5,0,0,1,1,1,8,Systemes d'exploitation,0
1,40,14,0,0,1,14,0,1,0,0,0,6,Securite informatique,0
0,30,22,10,1,1,15,0,2,1,1,1,10,Intelligence artificielle 1,0
0,34,24,21,1,0,16,0,1,0,0,1,8,Big Data Analytics,1
0,24,7,10,0,0,6,0,3,0,1,1,8,Application mobile 1,0
1,23,6,6,1,1,27,0,0,1,0,0,10,Philosophie 3,0
0,18,23,1,1,1,9,0,1,0,1,1,4,Genie logiciel,0
0,18,19,4,0,1,34,0,0,1,0,0,8,Langages de programmation avances,0
0,29,14,7,0,1,16,0,4,1,1,1,8,Philosophie 2,0
0,31,28,3,1,0,24,1,3,1,1,1,9,Fracais 2,1
0,36,25,13,0,1,10,1,3,0,0,1,10,Algorithmes avances,0
1,17,21,0,0,1,9,1,1,0,1,0,9,Francais 1,1
1,26,18,13,0,1,18,0,1,0,0,0,8,Conception de bases de donnees,0
0,35,20,17,0,1,3,0,2,0,1,0,9,Application mobile 2,0
1,22,4,19,1,0,3,1,4,0,0,1,7,Intelligence artificielle 2,0
1,24,16,1,1,0,14,1,3,0,1,1,5,Philosophie 2,0
0,17,26,0,1,0,6,0,3,0,0,0,4,Robotique,0
1,23,25,24,1,0,0,0,3,1,1,1,5,Francais 1,1
1,26,13,17,0,0,23,1,0,1,0,0,7,Conception de bases de donnees,1
1,28,11,17,0,1,19,1,0,0,0,0,9,Structure de base de donnees,0
1,22,12,12,1,0,8,0,1,1,1,0,9,Espagnol,1
1,17,2,7,1,0,21,0,3,1,1,1,9,Francais 3,0
0,26,28,20,1,1,10,1,4,1,1,1,7,Langages de programmation avances,1
0,21,2,7,1,0,17,0,4,1,1,1,7,Anglais,0
0,33,3,9,0,1,35,1,1,1,0,1,8,Robotique,0
0,26,20,8,1,1,18,0,2,1,1,0,7,Intelligence artificielle 2,1
0,40,28,17,0,1,22,1,1,1,1,1,9,Intelligence artificielle ethique,1
0,17,22,5,0,0,32,0,2,0,0,0,5,Philosophie 1,0
1,27,23,12,1,1,14,0,2,1,1,1,7,Intelligence artificielle 2,0
1,26,4,17,0,1,9,0,1,1,1,0,10,Francais 3,1
1,22,28,21,0,1,5,1,3,1,0,0,7,Securite informatique,1
0,25,7,20,0,0,22,0,0,0,1,0,8,Structure de base de donnees,1
1,21,26,21,0,0,9,0,0,0,1,1,4,Programmation orientee objet,1
0,30,7,8,0,1,19,1,0,1,0,1,9,Programmation orientee objet,0
1,23,22,25,1,0,28,0,3,0,1,1,4,Philosophie 2,1
0,40,18,8,0,1,9,0,2,1,1,1,7,Programmation orientee objet,1
1,25,22,13,0,1,27,1,3,1,1,0,10,Programmation orientee objet,0
0,27,8,23,0,1,11,1,2,0,1,0,6,Peripheriques et objets connectes,0
0,32,7,3,0,0,2,0,2,1,0,0,4,Developpement web avance,1
1,22,15,1,1,0,19,1,2,0,1,1,8,Systemes d'exploitation,1
1,18,11,17,1,0,29,0,1,0,0,0,9,Application mobile 1,0
0,23,5,13,1,0,34,1,2,1,0,0,7,Reseaux informatiques,1
1,25,14,0,1,1,32,1,1,0,1,0,10,Structure de base de donnees,1
0,29,29,1,1,1,16,0,3,0,1,0,8,Francais 1,0
1,38,1,2,0,0,15,1,3,1,0,1,8,Intelligence artificielle 2,1
0,24,13,8,0,1,25,1,1,1,0,0,6,Application mobile 1,0
0,40,12,15,0,1,16,0,2,1,0,1,9,Francais 3,1
1,31,3,4,0,0,28,1,0,1,0,0,7,Machine Learning,1
1,34,6,22,1,0,22,1,4,0,1,0,9,Peripheriques et objets connectes,0
0,36,23,12,0,0,1,0,1,0,1,0,7,Machine Learning,0
0,38,18,1,1,1,23,0,1,0,0,1,9,Philosophie 1,0
1,22,12,10,1,1,22,1,1,1,1,0,6,Conception de bases de donnees,1
0,20,24,3,0,1,29,0,0,1,1,1,7,Systemes d'exploitation,0
1,38,10,0,1,0,33,1,4,0,1,0,5,Big Data Analytics,0
1,37,19,2,0,0,11,1,4,0,1,0,7,Systemes d'exploitation,0
1,17,7,23,0,1,13,1,2,0,1,0,6,Machine Learning,1
0,28,15,8,0,1,16,1,2,0,0,1,5,Francais 1,0
0,32,23,18,0,0,3,0,3,0,1,0,10,Anglais,1
0,25,21,2,1,0,28,0,3,0,0,0,8,Robotique,1
0,32,7,13,0,0,2,1,3,1,1,1,7,Langages de programmation avances,1
0,35,21,24,1,1,9,0,0,1,0,1,4,Developpement web avance,1
1,29,9,20,1,1,21,0,0,0,0,0,7,Application mobile 2,1
0,28,2,6,1,0,27,1,1,0,1,1,7,Structure de base de donnees,0
0,33,29,8,1,0,32,1,2,1,1,0,10,Algorithmes avances,0
1,30,6,3,0,0,5,1,4,1,1,1,9,Langages de programmation avances,0
0,37,29,12,1,0,10,1,0,0,1,1,6,Langages de programmation avances,1
1,34,2,6,0,1,13,0,3,0,0,0,10,Mathematiques discretes,0
1,40,2,4,1,0,8,1,2,0,1,0,7,Genie logiciel,1
1,28,20,16,1,1,4,0,3,1,0,1,9,Mathematiques discretes,1
0,25,6,13,1,0,0,0,0,1,0,0,10,Mathematiques discretes,0
0,28,7,4,0,1,25,1,1,0,1,1,10,Securite informatique,1
0,32,16,8,0,1,17,0,0,0,0,1,4,Francais 1,1
0,21,7,25,0,0,27,1,0,1,1,1,10,Philosophie 3,0
0,32,3,15,1,0,26,0,2,0,0,1,9,Structure de base de donnees,1
1,24,29,22,0,0,14,1,4,0,1,0,7,Philosophie 1,0
1,27,19,13,1,0,8,1,3,1,0,0,6,Reseaux informatiques,0
1,17,17,1,0,0,18,0,4,1,1,1,4,Application mobile 1,1
1,30,30,20,1,0,35,0,4,1,0,1,7,Application mobile 1,1
0,37,24,13,0,1,1,1,3,1,1,0,9,Langages de programmation avances,0
0,29,11,24,1,1,32,1,2,1,1,0,10,Developpement web avance,0
0,22,25,5,0,1,4,0,3,0,1,1,8,Reseaux informatiques,0
1,19,15,23,0,0,32,1,2,0,1,0,9,Genie logiciel,1
1,37,23,0,0,0,32,0,1,1,0,0,9,Machine Learning,1
0,26,17,25,1,0,32,0,0,1,0,0,6,Anglais,0
0,40,28,13,0,0,1,0,4,1,0,1,8,Anglais,0
1,28,28,20,0,1,34,1,1,1,0,1,7,Systemes d'exploitation,0
0,36,13,23,1,1,7,0,1,0,0,1,8,Mathematiques discretes,0
1,22,11,15,1,1,0,1,4,1,1,1,7,Espagnol,1
0,25,27,6,1,0,19,1,1,1,1,1,6,Conception de bases de donnees,1
1,35,11,8,1,1,14,1,4,0,1,1,7,Francais 3,1
0,25,28,17,0,0,28,0,2,1,0,0,10,Genie logiciel,0
0,27,2,8,1,1,8,1,0,1,0,0,6,Intelligence artificielle 1,0
1,24,30,20,0,1,27,1,1,1,0,0,4,Machine Learning,0
0,20,16,24,0,1,28,1,2,0,1,0,5,Mathematiques discretes,0
0,32,3,10,1,0,33,0,2,0,0,1,9,Big Data Analytics,0
1,22,29,16,1,1,4,0,0,0,1,1,10,Conception de bases de donnees,1
0,30,10,19,0,1,30,0,0,1,1,1,4,Philosophie 3,0
0,26,20,2,1,1,20,1,1,0,0,1,6,Francais 3,1
1,26,27,9,0,1,28,0,1,1,1,0,7,Application mobile 1,0
1,29,27,17,0,1,18,1,2,1,1,1,7,Securite informatique,1
0,30,26,4,0,1,6,1,4,0,0,1,7,Application mobile 2,0
1,21,15,0,0,0,24,0,1,1,1,0,7,Algorithmes avances,0
0,31,7,7,1,1,12,0,4,0,1,0,5,Fracais 2,0
1,23,21,10,1,0,15,0,3,0,1,1,7,Francais 1,0
0,20,18,25,0,1,12,0,3,1,1,1,10,Philosophie 1,1
0,23,21,16,1,0,10,0,0,1,1,0,10,Securite informatique,0
1,35,14,18,0,0,1,0,4,1,1,1,9,Programmation orientee objet,1
0,34,20,22,1,0,13,0,3,1,0,0,10,Programmation orientee objet,0
1,26,5,25,0,1,3,1,1,1,1,1,7,Langages de programmation avances,1
0,28,25,5,0,0,34,0,3,1,0,0,9,Intelligence artificielle 2,1
1,38,20,4,0,0,19,1,0,0,1,1,9,Philosophie 1,0
0,39,29,17,1,1,29,0,1,0,1,1,9,Application mobile 1,1
1,28,21,15,0,0,11,0,3,1,0,0,10,Conception de bases de donnees,0
0,33,4,18,1,0,14,1,4,1,0,0,8,Intelligence artificielle 1,0
0,32,21,13,1,1,12,0,0,0,1,0,7,Structure de base de donnees,1
1,36,24,6,0,1,3,1,4,0,1,0,9,Intelligence artificielle 2,0
0,25,14,23,0,1,25,1,2,0,0,0,6,Programmation orientee objet,1
1,26,26,15,1,1,22,0,3,0,0,0,9,Developpement web avance,1
1,35,17,24,0,0,5,0,0,0,0,1,8,Structure de base de donnees,1
1,28,9,24,1,0,31,1,1,1,1,1,8,Peripheriques et objets connectes,1
0,32,18,13,1,0,29,1,0,1,1,1,4,Francais 1,1
0,36,6,11,1,0,17,1,1,0,1,1,4,Philosophie 1,0
0,36,11,23,1,1,34,0,3,1,0,1,6,Securite informatique,1
0,39,13,10,1,0,12,0,2,0,0,0,7,Francais 3,0
0,24,26,6,0,1,20,1,4,0,1,0,8,Francais 3,0
1,18,30,16,1,1,5,0,0,1,1,0,5,Machine Learning,0
1,38,20,7,0,0,23,1,1,1,1,1,9,Systemes d'exploitation,1
0,25,19,20,1,0,23,0,3,1,0,1,8,Developpement web avance,1
0,31,25,20,1,1,7,0,3,1,1,1,9,Structure de base de donnees,0
0,28,27,22,1,1,11,0,4,1,1,1,5,Reseaux informatiques,1
1,32,10,12,1,0,18,0,2,0,1,0,9,Machine Learning,0
1,40,13,22,0,1,15,0,0,0,0,1,8,Philosophie 2,0
0,39,17,9,0,0,32,0,2,0,0,1,8,Philosophie 2,0
1,37,2,7,1,1,5,0,1,0,0,1,8,Machine Learning,1
1,31,23,7,1,1,0,0,1,1,1,0,8,Intelligence artificielle 1,0
1,19,5,11,1,0,22,1,4,1,0,1,7,Intelligence artificielle 2,0
1,33,28,0,0,1,33,1,1,1,1,1,10,Mathematiques discretes,1
1,28,27,7,1,1,30,0,0,1,1,1,7,Francais 3,0
1,33,17,2,0,1,20,1,3,1,0,0,6,Developpement web avance,1
0,19,26,25,0,1,17,1,0,1,0,0,8,Francais 3,1
1,26,6,16,1,0,29,0,3,0,1,0,5,Machine Learning,0
1,31,27,10,0,1,29,0,4,1,1,0,7,Mathematiques discretes,0
0,19,3,23,1,1,22,0,0,0,1,0,8,Robotique,1
1,39,21,0,1,1,24,1,3,1,0,0,6,Application mobile 1,1
1,21,23,7,1,1,30,1,4,0,0,1,8,Reseaux informatiques,1
0,27,30,10,0,1,10,0,2,0,0,1,9,Intelligence artificielle 2,1
0,38,21,1,1,1,32,1,2,0,1,0,10,Philosophie 2,1
0,23,14,25,1,0,27,0,0,1,0,1,8,Robotique,0
0,33,18,7,0,1,5,0,4,0,1,1,7,Intelligence artificielle ethique,0
1,26,24,18,0,1,27,0,4,1,1,1,6,Fracais 2,0
0,19,6,22,0,1,23,1,4,1,1,1,10,Intelligence artificielle ethique,0
1,35,12,14,1,0,0,0,2,1,1,0,6,Conception de bases de donnees,1
0,28,11,11,1,1,35,1,3,1,1,1,6,Big Data Analytics,0
0,37,13,9,0,1,34,1,0,1,0,0,6,Traitement du langage naturel,1
0,24,17,11,1,0,29,0,1,0,1,0,6,Intelligence artificielle 2,0
1,23,26,6,0,0,17,0,0,0,1,1,9,Francais 1,0
1,37,24,16,0,1,31,1,2,0,1,1,7,Robotique,1
0,33,12,1,1,1,12,0,0,1,0,0,8,Espagnol,1
1,21,29,2,0,0,8,1,4,0,1,1,5,Philosophie 1,0
0,25,14,17,0,0,10,1,1,1,1,0,4,Francais 3,0
1,17,9,6,1,0,6,0,3,1,1,0,7,Robotique,0
1,25,2,13,1,0,29,0,0,0,1,1,9,Philosophie 2,0
0,17,11,9,1,0,6,1,0,0,0,1,10,Systemes d'exploitation,1
1,20,10,2,0,0,9,0,1,0,1,1,8,Anglais,0
0,21,22,17,0,1,0,0,2,0,1,0,4,Francais 1,1
0,32,1,10,1,1,21,0,4,0,0,0,4,Peripheriques et objets connectes,0
1,24,26,17,0,0,21,0,4,1,0,1,8,Intelligence artificielle ethique,0
0,32,27,22,0,0,15,0,4,1,1,0,8,Mathematiques discretes,0
0,25,5,3,1,0,27,0,3,0,0,1,4,Philosophie 1,1
1,38,17,3,1,1,32,0,0,1,1,1,4,Anglais,0
0,18,21,18,0,0,33,0,2,0,0,0,7,Fracais 2,0
1,29,10,11,0,1,21,0,4,0,0,0,8,Intelligence artificielle 1,0
1,17,9,18,0,1,24,0,4,0,1,0,8,Traitement du langage naturel,0
0,23,8,18,0,0,25,0,3,1,1,1,5,Fracais 2,1
0,28,8,3,0,0,5,0,0,1,1,0,6,Francais 1,1
1,34,6,16,1,1,24,0,2,0,1,1,10,Traitement du langage naturel,1
0,23,9,0,1,1,22,0,1,1,1,0,5,Intelligence artificielle 1,0
1,21,30,21,1,1,2,0,1,0,0,1,6,Francais 3,0
1,35,17,21,1,1,20,1,4,0,0,1,10,Structure de base de donnees,1
1,21,3,1,1,0,24,1,0,0,1,0,5,Philosophie 3,0
0,18,23,5,0,0,3,1,4,1,0,0,7,Francais 3,0
0,24,12,23,0,1,26,0,1,0,0,0,6,Langages de programmation avances,1
0,26,20,22,0,1,2,1,1,1,0,1,7,Big Data Analytics,1
1,32,13,14,0,1,31,1,1,1,1,1,4,Intelligence artificielle 1,0
0,25,29,9,0,1,26,0,0,0,0,0,10,Application mobile 2,1
1,36,21,25,1,0,20,0,1,0,1,0,6,Algorithmes avances,1
1,25,23,24,0,1,27,1,3,1,0,0,9,Mathematiques discretes,0
1,24,10,19,1,0,10,0,1,1,0,1,6,Big Data Analytics,1
0,36,16,14,1,0,20,0,4,1,0,1,4,Big Data Analytics,0
1,39,21,8,0,0,25,0,1,0,1,0,4,Structure de base de donnees,1
1,18,13,17,1,1,30,0,4,0,1,1,6,Robotique,0
1,32,8,17,0,0,6,1,3,0,1,1,6,Reseaux informatiques,1
0,33,10,13,0,0,14,0,4,0,1,1,9,Programmation orientee objet,1
0,31,16,19,1,0,31,0,3,0,0,1,9,Big Data Analytics,1
0,35,14,0,1,0,9,1,3,1,1,1,9,Peripheriques et objets connectes,0
0,18,15,8,0,0,3,1,2,1,0,0,8,Reseaux informatiques,0
1,24,2,0,0,1,15,1,1,1,1,1,7,Robotique,0
1,27,16,19,0,0,28,1,0,0,1,0,10,Francais 1,0
1,38,2,13,1,0,34,1,3,0,1,1,9,Systemes d'exploitation,1
1,40,8,22,0,0,11,0,3,1,0,1,6,Mathematiques discretes,0
0,33,1,5,1,0,7,0,4,1,1,1,8,Algorithmes avances,0
1,35,7,8,0,1,26,0,0,1,1,0,10,Intelligence artificielle ethique,0
0,32,1,21,1,1,33,0,4,0,1,1,7,Machine Learning,1
1,31,9,22,0,1,8,0,0,0,1,1,10,Mathematiques discretes,0
0,34,28,11,1,1,26,0,2,0,0,0,5,Fracais 2,0
1,34,3,6,0,0,6,1,4,0,0,1,6,Francais 1,0
0,29,12,11,0,0,4,0,1,1,1,0,6,Robotique,0
1,26,11,19,1,0,2,1,4,1,1,0,8,Systemes d'exploitation,1
1,40,2,5,1,1,7,0,4,1,1,0,9,Programmation orientee objet,1
1,19,25,22,0,0,29,0,1,0,0,1,8,Langages de programmation avances,1
0,36,20,4,0,0,33,1,4,0,1,0,7,Francais 1,0
0,22,2,19,0,0,24,0,0,1,1,0,7,Reseaux informatiques,1
0,26,5,23,1,1,22,1,2,1,1,0,8,Espagnol,0
1,19,8,10,0,1,23,0,3,1,1,1,8,Peripheriques et objets connectes,1
0,34,14,19,1,1,31,1,4,1,1,0,5,Peripheriques et objets connectes,0
1,20,16,16,1,1,30,1,1,1,0,0,10,Intelligence artificielle 2,1
0,22,20,19,0,0,8,0,4,1,1,0,4,Developpement web avance,1
0,31,19,25,0,1,4,0,1,0,1,1,8,Mathematiques discretes,1
1,37,7,3,1,0,28,0,1,1,0,1,10,Genie logiciel,1
0,22,14,14,1,0,26,1,3,1,0,0,6,Philosophie 3,1
1,27,22,13,1,1,20,1,3,0,1,1,7,Genie logiciel,0
1,30,19,23,0,1,11,1,2,1,0,0,5,Langages de programmation avances,0
1,31,5,17,1,1,30,1,3,0,1,0,5,Securite informatique,1
1,32,8,4,0,1,26,0,3,1,0,0,9,Algorithmes avances,1
1,23,30,8,1,0,25,1,1,0,1,0,10,Intelligence artificielle ethique,1
0,21,14,14,0,1,14,1,3,1,1,1,8,Traitement du langage naturel,1
0,18,19,8,0,0,27,0,0,0,0,0,10,Application mobile 2,0
0,28,16,14,1,1,29,0,4,1,0,1,4,Conception de bases de donnees,1
1,30,6,5,1,1,26,1,2,0,0,0,4,Application mobile 2,1
0,28,17,25,1,0,0,1,3,1,0,1,7,Developpement web avance,1
1,18,11,18,0,1,1,0,0,0,0,1,6,Francais 1,1
0,36,25,10,0,0,9,1,3,0,1,1,8,Reseaux informatiques,0
0,36,16,19,0,1,28,1,3,1,0,1,5,Anglais,0
1,28,3,25,1,1,17,0,1,0,0,1,6,Conception de bases de donnees,1
1,30,27,14,1,1,14,1,1,0,0,1,5,Application mobile 2,1
1,34,24,0,1,1,6,1,3,1,0,0,8,Francais 3,0
0,22,17,5,1,1,9,1,4,0,0,1,4,Intelligence artificielle ethique,0
0,34,28,22,1,1,28,1,0,0,0,0,6,Intelligence artificielle 1,1
1,29,20,9,0,1,20,0,3,0,0,0,7,Developpement web avance,1
1,24,28,18,0,0,25,1,3,0,1,0,5,Philosophie 3,0
0,39,21,1,0,0,13,0,4,1,1,0,9,Intelligence artificielle 2,0
0,34,13,24,0,0,31,0,2,1,1,1,7,Anglais,0
0,26,26,21,0,1,21,0,4,1,1,1,4,Philosophie 2,0
0,23,2,21,0,1,14,1,4,1,1,0,4,Application mobile 2,0
1,39,3,12,0,0,2,1,0,1,0,1,9,Application mobile 2,1
0,40,16,23,1,0,13,0,0,0,0,1,8,Application mobile 1,0
1,18,16,6,0,1,28,1,2,0,0,0,10,Conception de bases de donnees,1
0,33,29,24,0,0,26,0,0,1,0,0,10,Reseaux informatiques,0
1,24,12,17,1,0,24,0,3,1,1,1,8,Conception de bases de donnees,1
1,30,19,7,1,1,30,1,1,0,1,0,5,Philosophie 1,0
0,21,1,1,0,1,33,0,2,1,0,0,8,Intelligence artificielle 2,1
1,39,20,18,0,1,8,1,0,0,0,1,8,Intelligence artificielle 1,1
1,32,29,24,1,0,31,1,3,0,1,0,4,Securite informatique,1
1,27,2,12,0,1,18,0,0,0,0,0,9,Traitement du langage naturel,1
0,25,2,20,1,1,19,0,2,0,0,1,5,Machine Learning,0
1,20,4,10,0,1,21,1,3,1,0,1,9,Anglais,0
0,19,7,10,1,0,19,0,4,0,0,0,5,Robotique,0
0,32,9,24,0,0,2,0,3,1,0,1,7,Conception de bases de donnees,1
0,36,3,22,0,0,31,0,0,1,0,1,4,Machine Learning,1
0,20,28,24,0,1,8,1,2,0,0,1,6,Philosophie 1,1
0,33,4,25,1,1,17,0,1,0,1,0,5,Systemes d'exploitation,1
0,22,24,23,1,1,15,0,2,1,1,0,4,Robotique,1
0,19,29,2,1,1,9,1,4,1,1,0,10,Big Data Analytics,1
1,23,26,16,0,1,22,0,2,0,0,0,6,Peripheriques et objets connectes,1
1,18,3,1,0,0,3,1,1,1,0,1,4,Robotique,0
1,26,4,22,0,1,31,1,3,0,0,0,7,Application mobile 1,0
1,32,10,2,0,1,5,0,1,0,1,1,8,Algorithmes avances,0
1,38,19,5,1,0,35,1,4,0,1,0,4,Developpement web avance,0
0,35,29,24,0,0,22,0,2,1,0,0,7,Conception de bases de donnees,1
1,35,30,25,0,1,18,1,2,0,0,0,10,Mathematiques discretes,1
1,34,21,23,1,1,21,1,4,1,1,0,7,Peripheriques et objets connectes,1
1,26,6,17,0,1,15,0,3,1,0,1,8,Application mobile 2,1
0,20,24,4,0,0,22,1,4,0,0,1,9,Programmation orientee objet,1
0,25,23,5,1,1,16,1,4,1,1,0,9,Intelligence artificielle ethique,0
1,21,18,19,0,0,21,1,2,1,0,1,6,Programmation orientee objet,1
1,18,5,4,1,0,2,1,4,0,1,1,4,Application mobile 1,0
1,24,20,14,1,1,34,1,2,1,1,0,10,Systemes d'exploitation,0
1,34,26,13,1,0,6,0,3,0,0,0,10,Application mobile 1,1
0,21,15,13,0,0,4,0,4,0,0,1,7,Philosophie 3,1
1,33,3,25,1,0,19,0,1,0,0,0,6,Espagnol,0
1,21,1,23,1,0,24,0,2,0,1,1,5,Big Data Analytics,1
0,26,3,20,1,0,15,0,3,1,1,0,5,Philosophie 3,0
0,28,16,17,1,0,24,0,1,1,1,0,9,Systemes d'exploitation,1
0,19,27,8,0,1,27,1,3,1,0,0,6,Systemes d'exploitation,0
0,39,23,19,0,0,16,0,0,1,1,0,10,Anglais,1
0,36,3,10,0,0,14,1,4,1,1,0,7,Algorithmes avances,1
0,38,20,21,1,1,31,1,3,1,1,1,4,Francais 1,1
1,20,22,22,0,1,20,0,4,1,1,1,4,Philosophie 3,1
1,34,22,22,0,1,28,0,1,0,1,0,6,Philosophie 1,1
0,31,7,6,0,0,31,1,1,1,1,1,10,Genie logiciel,1
0,23,22,3,1,0,1,0,3,0,0,1,9,Francais 1,1
0,21,1,18,1,0,23,0,2,1,0,1,9,Securite informatique,1
1,30,6,23,1,0,3,1,2,0,0,1,9,Algorithmes avances,1
1,36,14,12,1,0,9,0,0,0,0,0,7,Intelligence artificielle ethique,1
1,31,30,0,0,1,4,1,1,0,1,1,6,Philosophie 3,0
1,32,26,18,0,0,15,1,1,0,0,1,5,Securite informatique,0
1,37,28,24,1,1,35,0,2,1,0,0,9,Espagnol,1
1,22,26,22,1,0,34,0,0,0,0,1,7,Intelligence artificielle 1,1
0,31,26,3,0,0,27,0,0,1,1,0,9,Securite informatique,1
1,37,24,9,1,0,19,0,3,0,1,1,5,Robotique,1
0,34,13,8,0,1,30,0,1,0,1,1,10,Peripheriques et objets connectes,1
0,22,29,8,0,0,29,0,0,1,0,0,8,Securite informatique,0
0,31,18,4,0,1,30,0,3,1,1,1,10,Application mobile 1,0
0,25,30,1,0,0,23,0,1,0,1,0,5,Traitement du langage naturel,0
1,38,16,22,0,0,21,1,1,1,0,0,4,Espagnol,1
0,22,29,22,0,1,8,0,4,1,0,1,4,Langages de programmation avances,0
1,35,26,13,0,1,20,1,0,0,0,1,8,Structure de base de donnees,0
0,30,6,17,0,1,15,1,4,0,0,1,10,Conception de bases de donnees,0
0,21,23,22,0,0,3,0,0,0,1,1,4,Securite informatique,0
1,20,18,17,1,0,13,1,0,0,0,1,9,Fracais 2,0
1,37,16,0,1,0,17,1,0,1,1,0,7,Conception de bases de donnees,0
1,19,8,7,0,0,22,1,2,0,1,1,7,Intelligence artificielle 2,0
1,29,29,14,1,1,6,1,0,1,0,0,5,Intelligence artificielle 2,1
1,25,9,8,1,0,25,0,0,1,1,0,6,Langages de programmation avances,1
1,26,11,25,0,1,1,0,2,1,0,0,10,Algorithmes avances,1
0,34,9,11,1,0,28,0,3,1,0,1,8,Espagnol,1
1,32,3,24,0,0,7,0,4,1,1,1,4,Big Data Analytics,1
1,21,9,8,1,0,30,1,3,1,0,0,5,Machine Learning,0
1,23,20,1,0,0,34,0,4,0,1,1,8,Machine Learning,0
0,38,13,3,0,1,14,1,4,1,0,1,7,Fracais 2,0
1,24,19,7,0,0,11,0,1,0,0,0,6,Developpement web avance,1
0,34,12,5,0,1,35,1,1,0,1,1,5,Robotique,0
0,24,16,12,1,0,6,0,4,1,0,1,4,Peripheriques et objets connectes,1
0,35,11,19,0,0,26,1,3,1,1,0,9,Genie logiciel,0
1,27,27,11,0,0,26,0,2,1,0,0,6,Intelligence artificielle 2,1
0,21,7,25,0,1,13,1,1,1,0,1,10,Anglais,0
1,37,7,8,1,1,6,1,0,0,0,1,10,Genie logiciel,0
0,23,3,15,0,0,30,0,1,1,1,1,6,Francais 3,1
0,18,9,5,0,1,19,0,2,1,0,1,5,Francais 1,0
0,29,2,12,1,0,26,1,1,0,1,1,7,Francais 3,1
1,25,6,20,0,0,10,0,4,0,0,1,6,Application mobile 2,0
0,31,6,8,1,0,29,0,4,1,0,1,10,Systemes d'exploitation,1
1,20,1,12,0,1,31,1,0,0,0,0,9,Philosophie 2,1
1,38,14,0,0,1,22,0,3,1,0,0,10,Anglais,1
1,31,14,4,0,0,27,0,3,0,1,1,4,Application mobile 1,0
1,29,23,3,1,1,26,0,0,1,1,0,4,Structure de base de donnees,0
0,18,17,1,1,0,16,1,4,0,1,0,6,Espagnol,1
1,32,24,5,0,0,12,1,0,0,1,0,6,Intelligence artificielle 1,0
0,24,8,5,1,1,4,1,4,1,1,0,8,Philosophie 2,0
