sexe,age,distance_parcourus,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,nationalite,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
M,39,90,5,oui,oui,0,oui,Asie,non,oui,celibataire,9,Systemes d'exploitation,cours reussit
F,37,93,4,non,oui,29,oui,Asie,non,oui,celibataire,4,Genie logiciel,cours reussit
F,24,47,5,oui,non,36,non,Oceanie,non,oui,en couple,6,Intelligence artificielle 2,cours echoue
F,39,34,4,non,oui,5,non,Amerique,oui,oui,celibataire,8,Algorithmes avances,cours echoue
F,37,2,3,non,non,35,oui,Amerique,non,oui,celibataire,10,Philosophie 3,cours echoue
M,33,57,1,non,non,12,oui,Afrique,oui,non,en couple,4,Application mobile 2,cours echoue
F,27,64,2,oui,non,38,oui,Oceanie,oui,non,en couple,10,Anglais,cours echoue
F,36,63,0,non,oui,54,non,Asie,oui,non,en couple,6,Conception de bases de donnees,cours echoue
F,40,31,10,non,non,39,oui,Asie,oui,oui,en couple,7,Fracais 2,cours reussit
M,36,71,5,non,non,57,oui,Amerique,oui,oui,en couple,9,Francais 3,cours reussit
M,35,11,5,oui,non,1,non,Oceanie,oui,oui,en couple,8,Espagnol,cours reussit
M,26,3,2,non,non,60,oui,Asie,oui,non,en couple,9,Structure de base de donnees,cours reussit
F,26,97,0,non,oui,11,non,Asie,non,non,en couple,7,Francais 3,cours echoue
F,27,7,5,non,non,13,non,Europe,non,oui,en couple,5,Genie logiciel,cours echoue
M,29,73,4,oui,non,33,non,Oceanie,oui,oui,en couple,8,Programmation orientee objet,cours echoue
M,38,27,4,oui,oui,42,oui,Oceanie,non,oui,celibataire,9,Application mobile 1,cours echoue
M,27,77,6,oui,oui,16,oui,Afrique,non,non,en couple,4,Intelligence artificielle 2,cours reussit
F,21,90,5,non,oui,26,oui,Oceanie,oui,non,celibataire,4,Robotique,cours reussit
M,27,39,3,oui,oui,28,oui,Europe,non,non,en couple,10,Intelligence artificielle 2,cours reussit
F,24,21,6,non,non,27,oui,Asie,non,non,celibataire,6,Genie logiciel,cours reussit
F,31,28,1,non,oui,53,oui,Amerique,non,non,en couple,8,Application mobile 1,cours echoue
M,32,100,1,oui,non,57,oui,Europe,non,oui,en couple,7,Philosophie 3,cours reussit
F,19,37,3,non,oui,10,oui,Asie,non,oui,en couple,10,Machine Learning,cours reussit
M,37,69,0,oui,non,11,oui,Afrique,non,oui,celibataire,10,Big Data Analytics,cours reussit
F,23,1,10,non,oui,41,non,Oceanie,oui,non,celibataire,4,Philosophie 1,cours echoue
M,34,73,0,oui,oui,23,non,Amerique,oui,non,celibataire,4,Algorithmes avances,cours echoue
M,22,80,8,non,oui,56,non,Oceanie,oui,non,en couple,9,Anglais,cours echoue
F,24,96,3,oui,non,60,oui,Europe,non,oui,en couple,8,Francais 1,cours echoue
F,39,5,7,oui,oui,28,oui,Oceanie,non,oui,en couple,5,Structure de base de donnees,cours reussit
M,26,89,9,oui,oui,56,non,Amerique,non,oui,en couple,7,Traitement du langage naturel,cours echoue
M,25,57,5,oui,oui,17,non,Oceanie,oui,oui,celibataire,10,Algorithmes avances,cours reussit
F,33,96,9,oui,non,1,oui,Europe,non,oui,en couple,5,Traitement du langage naturel,cours reussit
M,29,90,9,oui,oui,32,oui,Amerique,non,oui,celibataire,4,Programmation orientee objet,cours reussit
M,38,62,3,oui,oui,30,oui,Afrique,oui,oui,en couple,6,Mathematiques discretes,cours reussit
F,23,53,7,oui,oui,49,oui,Asie,oui,oui,en couple,4,Peripheriques et objets connectes,cours reussit
M,26,27,8,oui,oui,49,non,Oceanie,non,non,celibataire,6,Francais 1,cours echoue
M,34,91,7,non,oui,44,oui,Oceanie,oui,oui,en couple,7,Robotique,cours reussit
F,22,52,4,non,oui,24,oui,Afrique,non,non,en couple,5,Algorithmes avances,cours echoue
M,36,75,5,non,non,30,oui,Asie,oui,non,en couple,7,Genie logiciel,cours echoue
M,39,85,6,oui,oui,8,non,Amerique,non,non,en couple,7,Philosophie 2,cours reussit
M,20,30,8,oui,non,5,oui,Afrique,non,oui,celibataire,8,Application mobile 2,cours reussit
F,24,47,2,oui,non,12,oui,Asie,oui,non,en couple,7,Structure de base de donnees,cours reussit
F,20,77,3,oui,non,25,oui,Europe,oui,oui,en couple,9,Structure de base de donnees,cours reussit
M,33,98,6,oui,oui,33,non,Oceanie,oui,oui,celibataire,9,Francais 1,cours reussit
F,21,44,9,oui,oui,43,non,Amerique,non,non,en couple,4,Application mobile 2,cours reussit
M,27,11,5,non,non,41,oui,Asie,non,oui,en couple,8,Programmation orientee objet,cours echoue
F,18,50,8,non,oui,38,non,Amerique,non,non,celibataire,10,Big Data Analytics,cours echoue
F,34,6,10,non,oui,12,non,Afrique,non,non,celibataire,4,Intelligence artificielle 1,cours reussit
F,28,37,7,non,oui,21,non,Amerique,non,non,en couple,6,Securite informatique,cours echoue
M,20,20,7,non,oui,3,non,Europe,oui,non,celibataire,4,Langages de programmation avances,cours echoue
F,37,71,8,non,non,7,non,Asie,non,oui,celibataire,5,Intelligence artificielle 2,cours echoue
F,36,37,3,non,non,40,oui,Asie,non,oui,en couple,8,Francais 3,cours reussit
F,18,31,5,oui,non,22,oui,Afrique,oui,oui,celibataire,6,Reseaux informatiques,cours reussit
F,32,87,7,non,oui,5,non,Afrique,oui,non,celibataire,6,Application mobile 1,cours echoue
F,26,28,2,oui,non,20,oui,Afrique,oui,oui,en couple,6,Philosophie 1,cours echoue
M,23,89,4,oui,non,15,oui,Europe,non,non,en couple,9,Application mobile 1,cours echoue
M,29,98,2,oui,oui,43,oui,Asie,oui,oui,en couple,5,Robotique,cours reussit
F,33,63,2,non,non,16,non,Europe,oui,non,celibataire,10,Philosophie 1,cours echoue
F,25,82,8,non,non,26,oui,Europe,non,oui,celibataire,8,Algorithmes avances,cours echoue
F,29,90,2,non,non,41,oui,Amerique,oui,non,en couple,10,Intelligence artificielle ethique,cours reussit
M,30,29,6,non,oui,18,non,Asie,oui,non,en couple,9,Francais 1,cours reussit
F,20,4,0,oui,non,46,oui,Amerique,non,oui,celibataire,8,Conception de bases de donnees,cours reussit
M,26,27,1,oui,oui,27,oui,Oceanie,non,non,en couple,8,Intelligence artificielle 2,cours echoue
F,25,31,7,oui,oui,39,oui,Afrique,oui,non,celibataire,4,Intelligence artificielle ethique,cours echoue
M,38,83,1,oui,oui,30,non,Asie,oui,oui,en couple,6,Peripheriques et objets connectes,cours reussit
M,28,40,2,oui,non,0,oui,Amerique,non,non,celibataire,7,Developpement web avance,cours reussit
F,25,22,4,oui,non,6,non,Asie,non,non,celibataire,10,Anglais,cours reussit
F,18,41,5,oui,oui,16,non,Amerique,oui,non,celibataire,4,Genie logiciel,cours reussit
M,25,58,9,non,oui,37,oui,Europe,non,non,en couple,10,Traitement du langage naturel,cours echoue
M,33,17,8,oui,oui,0,non,Oceanie,non,non,en couple,5,Algorithmes avances,cours reussit
F,40,2,7,oui,non,19,non,Oceanie,oui,non,en couple,8,Francais 3,cours echoue
F,32,94,10,non,non,59,non,Asie,non,oui,en couple,5,Robotique,cours echoue
F,19,3,10,oui,oui,10,oui,Amerique,non,oui,en couple,4,Conception de bases de donnees,cours echoue
M,29,89,9,oui,oui,60,non,Oceanie,non,non,en couple,10,Genie logiciel,cours echoue
F,37,59,3,oui,non,34,non,Asie,non,non,celibataire,4,Intelligence artificielle 1,cours reussit
F,38,77,8,oui,non,52,oui,Amerique,non,non,en couple,6,Peripheriques et objets connectes,cours reussit
M,27,49,9,oui,non,13,non,Asie,non,oui,en couple,10,Traitement du langage naturel,cours echoue
F,27,54,10,non,oui,47,oui,Oceanie,non,non,en couple,6,Francais 1,cours reussit
F,33,74,2,oui,non,33,oui,Oceanie,oui,oui,celibataire,9,Genie logiciel,cours reussit
M,19,25,5,oui,oui,31,non,Oceanie,non,oui,celibataire,5,Application mobile 2,cours reussit
F,27,2,6,oui,oui,14,oui,Afrique,oui,non,en couple,6,Intelligence artificielle 1,cours reussit
F,25,52,0,non,non,2,non,Europe,oui,oui,en couple,5,Philosophie 1,cours reussit
F,26,19,10,non,oui,42,oui,Europe,non,oui,celibataire,5,Traitement du langage naturel,cours echoue
M,19,21,5,non,non,28,non,Afrique,oui,non,en couple,10,Systemes d'exploitation,cours echoue
F,37,23,1,oui,oui,54,non,Afrique,oui,oui,en couple,10,Big Data Analytics,cours reussit
M,19,6,7,non,oui,46,oui,Asie,non,non,en couple,6,Machine Learning,cours reussit
F,27,94,10,non,non,26,non,Oceanie,non,non,en couple,8,Intelligence artificielle ethique,cours echoue
F,27,9,5,oui,oui,34,non,Afrique,non,non,en couple,6,Espagnol,cours reussit
M,36,20,0,non,oui,4,oui,Europe,non,non,en couple,5,Anglais,cours echoue
M,22,64,5,non,non,7,non,Amerique,oui,non,en couple,6,Application mobile 2,cours reussit
M,28,88,3,oui,oui,54,non,Amerique,oui,oui,en couple,4,Systemes d'exploitation,cours echoue
M,24,69,7,non,oui,58,oui,Afrique,non,oui,en couple,8,Mathematiques discretes,cours echoue
M,29,69,0,oui,non,19,non,Afrique,non,oui,celibataire,7,Application mobile 1,cours reussit
F,21,77,0,oui,non,17,non,Europe,oui,oui,en couple,6,Philosophie 2,cours echoue
M,35,9,10,oui,oui,40,oui,Asie,oui,non,celibataire,9,Systemes d'exploitation,cours reussit
F,18,29,8,non,oui,45,non,Europe,oui,oui,celibataire,8,Robotique,cours reussit
M,21,88,9,non,non,5,oui,Afrique,oui,non,celibataire,7,Francais 3,cours echoue
F,40,50,2,non,non,55,non,Oceanie,oui,non,en couple,5,Algorithmes avances,cours reussit
F,27,20,9,oui,oui,25,oui,Afrique,non,oui,celibataire,7,Intelligence artificielle 2,cours reussit
F,40,23,7,oui,non,51,non,Europe,oui,oui,en couple,9,Genie logiciel,cours reussit
M,21,74,1,non,non,20,non,Oceanie,non,oui,celibataire,7,Intelligence artificielle 1,cours echoue
F,24,97,1,oui,non,30,non,Amerique,oui,oui,celibataire,4,Securite informatique,cours echoue
F,23,8,0,non,non,25,oui,Afrique,non,oui,celibataire,5,Intelligence artificielle 1,cours echoue
M,26,75,2,non,oui,24,oui,Amerique,non,non,celibataire,10,Intelligence artificielle 2,cours reussit
F,24,28,8,oui,oui,39,non,Oceanie,oui,non,en couple,10,Structure de base de donnees,cours reussit
F,24,22,4,oui,oui,35,non,Amerique,oui,non,celibataire,9,Application mobile 1,cours echoue
F,34,47,6,non,oui,58,oui,Europe,oui,oui,celibataire,5,Anglais,cours reussit
M,37,96,8,oui,oui,35,non,Europe,oui,oui,en couple,7,Algorithmes avances,cours reussit
M,29,42,8,non,oui,44,oui,Europe,non,oui,en couple,9,Reseaux informatiques,cours echoue
M,19,13,4,oui,oui,49,oui,Afrique,oui,non,en couple,8,Reseaux informatiques,cours echoue
F,29,45,1,oui,oui,28,non,Amerique,oui,non,en couple,10,Programmation orientee objet,cours echoue
F,26,4,7,oui,non,34,non,Afrique,non,non,celibataire,7,Application mobile 1,cours echoue
F,19,36,4,oui,non,10,non,Oceanie,non,oui,celibataire,10,Anglais,cours reussit
F,25,85,0,oui,non,48,oui,Asie,oui,oui,celibataire,9,Structure de base de donnees,cours reussit
F,23,57,10,oui,non,12,non,Asie,non,non,en couple,9,Genie logiciel,cours echoue
M,18,91,9,oui,non,29,non,Amerique,non,oui,en couple,9,Intelligence artificielle 2,cours reussit
M,27,83,8,oui,non,1,non,Europe,oui,non,en couple,6,Developpement web avance,cours reussit
F,27,30,5,non,non,18,oui,Oceanie,oui,oui,en couple,6,Intelligence artificielle ethique,cours reussit
M,19,34,6,non,non,43,oui,Afrique,oui,non,en couple,6,Francais 1,cours reussit
M,21,61,0,oui,oui,8,oui,Oceanie,oui,non,en couple,6,Intelligence artificielle ethique,cours echoue
F,33,57,8,non,oui,58,oui,Oceanie,non,non,en couple,7,Genie logiciel,cours echoue
F,27,42,1,oui,non,29,non,Oceanie,non,non,celibataire,8,Peripheriques et objets connectes,cours reussit
M,22,23,6,non,oui,13,non,Amerique,oui,oui,celibataire,9,Intelligence artificielle 2,cours reussit
F,29,73,7,non,non,9,non,Afrique,oui,oui,celibataire,10,Securite informatique,cours reussit
F,39,65,2,oui,non,20,non,Europe,oui,non,en couple,6,Philosophie 2,cours echoue
M,22,35,4,oui,oui,57,oui,Asie,oui,oui,en couple,4,Developpement web avance,cours reussit
F,29,83,5,oui,non,40,non,Asie,oui,oui,celibataire,6,Intelligence artificielle 1,cours echoue
F,23,41,2,non,non,8,oui,Europe,non,non,celibataire,5,Philosophie 3,cours reussit
M,40,9,9,non,non,0,oui,Afrique,oui,non,en couple,4,Philosophie 2,cours echoue
F,20,42,1,oui,oui,35,oui,Oceanie,oui,non,en couple,7,Reseaux informatiques,cours echoue
F,40,15,7,non,oui,12,oui,Europe,oui,non,en couple,5,Big Data Analytics,cours reussit
F,30,3,0,non,non,18,non,Amerique,non,oui,en couple,4,Robotique,cours echoue
F,30,36,9,oui,oui,3,non,Asie,non,non,en couple,7,Fracais 2,cours reussit
F,28,72,9,non,non,18,non,Amerique,non,oui,en couple,6,Traitement du langage naturel,cours reussit
M,21,68,8,non,non,19,non,Amerique,non,oui,en couple,8,Philosophie 2,cours reussit
M,36,64,4,oui,non,37,oui,Amerique,oui,oui,celibataire,6,Algorithmes avances,cours reussit
M,32,30,7,non,non,28,oui,Europe,oui,oui,celibataire,8,Robotique,cours echoue
M,24,66,7,non,oui,33,oui,Amerique,oui,oui,en couple,7,Securite informatique,cours echoue
M,18,81,1,non,non,44,oui,Oceanie,oui,oui,en couple,8,Philosophie 2,cours echoue
F,40,29,9,non,oui,28,non,Asie,oui,oui,celibataire,10,Intelligence artificielle 1,cours reussit
M,22,23,7,oui,oui,58,non,Amerique,non,non,celibataire,8,Programmation orientee objet,cours echoue
F,28,50,9,oui,oui,38,non,Afrique,oui,oui,en couple,9,Reseaux informatiques,cours echoue
F,26,82,7,oui,non,43,oui,Oceanie,oui,non,en couple,6,Langages de programmation avances,cours reussit
M,23,17,2,oui,oui,26,oui,Oceanie,non,non,celibataire,4,Securite informatique,cours reussit
F,26,59,10,non,oui,13,non,Oceanie,oui,oui,en couple,5,Securite informatique,cours reussit
F,22,88,9,oui,non,45,oui,Oceanie,oui,non,en couple,5,Philosophie 2,cours echoue
M,33,71,3,oui,non,2,non,Afrique,non,oui,celibataire,10,Securite informatique,cours echoue
F,26,99,3,non,oui,55,oui,Oceanie,non,non,en couple,4,Anglais,cours reussit
M,39,1,5,oui,oui,44,non,Asie,non,oui,celibataire,4,Intelligence artificielle ethique,cours echoue
M,22,13,9,oui,oui,2,oui,Oceanie,non,oui,en couple,8,Systemes d'exploitation,cours reussit
M,31,46,3,oui,oui,26,non,Europe,non,oui,en couple,9,Anglais,cours reussit
M,28,22,7,non,oui,5,oui,Asie,oui,oui,en couple,8,Application mobile 2,cours reussit
M,27,58,7,oui,non,4,oui,Asie,non,oui,celibataire,7,Philosophie 2,cours echoue
F,18,55,1,non,non,21,oui,Amerique,non,oui,en couple,6,Anglais,cours reussit
M,31,58,2,non,oui,42,non,Asie,non,oui,en couple,6,Philosophie 2,cours reussit
M,25,20,0,oui,non,31,non,Europe,non,oui,en couple,10,Intelligence artificielle ethique,cours reussit
M,26,33,6,non,oui,43,non,Oceanie,non,non,en couple,5,Traitement du langage naturel,cours echoue
F,18,72,2,non,non,55,non,Asie,oui,oui,celibataire,5,Anglais,cours echoue
F,33,75,2,non,oui,39,non,Afrique,non,oui,celibataire,6,Big Data Analytics,cours echoue
M,35,1,4,non,non,36,oui,Europe,non,oui,en couple,6,Intelligence artificielle ethique,cours reussit
F,19,0,2,oui,non,5,oui,Afrique,non,oui,en couple,6,Mathematiques discretes,cours reussit
M,34,65,7,non,non,11,non,Oceanie,oui,oui,celibataire,9,Robotique,cours echoue
F,35,72,9,non,non,48,non,Asie,oui,oui,celibataire,10,Mathematiques discretes,cours reussit
M,18,73,3,oui,non,3,oui,Asie,oui,non,en couple,6,Structure de base de donnees,cours echoue
F,32,54,5,non,non,14,non,Asie,non,oui,celibataire,5,Reseaux informatiques,cours echoue
M,36,80,7,non,oui,54,non,Asie,oui,non,en couple,5,Conception de bases de donnees,cours echoue
M,31,7,7,oui,non,15,non,Oceanie,non,non,en couple,8,Programmation orientee objet,cours reussit
M,33,90,4,non,non,48,non,Oceanie,oui,non,celibataire,8,Traitement du langage naturel,cours echoue
M,30,13,4,non,non,45,non,Europe,non,non,celibataire,8,Francais 1,cours reussit
F,25,7,6,oui,oui,42,non,Oceanie,non,oui,en couple,10,Genie logiciel,cours reussit
M,34,77,2,non,non,30,non,Asie,oui,oui,en couple,7,Application mobile 1,cours reussit
M,29,10,9,oui,oui,22,oui,Amerique,non,non,celibataire,7,Reseaux informatiques,cours echoue
F,38,90,8,oui,oui,32,non,Afrique,oui,oui,en couple,4,Mathematiques discretes,cours reussit
M,34,36,2,non,non,16,oui,Afrique,non,non,celibataire,4,Developpement web avance,cours reussit
M,35,90,7,non,oui,60,oui,Oceanie,oui,non,en couple,10,Philosophie 1,cours reussit
F,32,75,9,oui,oui,6,non,Oceanie,oui,non,celibataire,8,Francais 1,cours reussit
F,30,92,2,oui,oui,49,oui,Oceanie,oui,oui,celibataire,8,Robotique,cours reussit
M,23,49,10,non,non,1,non,Oceanie,oui,non,celibataire,8,Philosophie 3,cours reussit
F,23,97,8,oui,oui,40,oui,Europe,oui,oui,celibataire,10,Francais 1,cours reussit
M,18,62,8,oui,oui,41,non,Asie,non,non,en couple,7,Philosophie 2,cours echoue
M,24,62,7,non,non,33,oui,Europe,non,oui,en couple,7,Securite informatique,cours reussit
M,27,41,5,non,oui,45,oui,Asie,non,non,celibataire,7,Philosophie 2,cours reussit
M,28,59,4,non,oui,21,oui,Amerique,non,non,en couple,9,Programmation orientee objet,cours reussit
M,27,100,7,non,oui,7,non,Europe,non,oui,celibataire,7,Philosophie 2,cours reussit
F,35,88,0,oui,non,8,non,Europe,non,non,en couple,10,Programmation orientee objet,cours echoue
F,28,49,5,non,oui,50,oui,Europe,non,non,celibataire,8,Developpement web avance,cours reussit
M,25,30,0,oui,non,20,oui,Asie,non,non,en couple,5,Peripheriques et objets connectes,cours echoue
M,31,73,2,oui,non,50,oui,Oceanie,non,oui,en couple,8,Mathematiques discretes,cours reussit
F,30,36,4,non,oui,42,non,Afrique,non,oui,celibataire,9,Francais 1,cours echoue
M,25,9,9,oui,oui,12,oui,Oceanie,non,non,en couple,9,Application mobile 2,cours echoue
F,37,17,10,oui,oui,26,oui,Europe,non,non,celibataire,8,Developpement web avance,cours echoue
F,27,97,10,oui,oui,5,oui,Oceanie,non,non,celibataire,5,Genie logiciel,cours reussit
M,21,16,5,non,non,27,non,Amerique,non,oui,celibataire,4,Langages de programmation avances,cours reussit
F,19,41,4,non,non,35,non,Afrique,oui,oui,celibataire,9,Philosophie 2,cours echoue
F,30,95,2,oui,oui,21,oui,Europe,oui,non,celibataire,7,Traitement du langage naturel,cours reussit
M,35,0,1,non,oui,58,non,Asie,non,non,en couple,10,Mathematiques discretes,cours echoue
M,35,81,1,non,non,3,non,Oceanie,oui,non,celibataire,4,Mathematiques discretes,cours reussit
F,21,15,6,non,oui,38,oui,Oceanie,non,oui,celibataire,7,Langages de programmation avances,cours echoue
M,29,32,9,non,non,6,oui,Afrique,oui,non,en couple,10,Application mobile 1,cours reussit
M,39,92,3,oui,non,14,oui,Asie,oui,non,en couple,7,Application mobile 2,cours echoue
F,20,77,1,non,non,0,oui,Europe,oui,non,celibataire,7,Application mobile 1,cours echoue
M,32,57,0,non,non,2,non,Asie,non,non,celibataire,4,Intelligence artificielle 2,cours echoue
M,23,20,6,oui,oui,29,non,Afrique,oui,oui,en couple,5,Application mobile 1,cours echoue
F,30,15,6,oui,non,59,oui,Europe,oui,non,celibataire,9,Genie logiciel,cours reussit
F,26,65,9,oui,non,2,oui,Afrique,oui,oui,en couple,10,Application mobile 2,cours echoue
F,39,48,5,oui,non,10,oui,Afrique,oui,oui,en couple,9,Francais 3,cours echoue
M,39,96,5,oui,oui,22,non,Asie,oui,oui,celibataire,7,Intelligence artificielle ethique,cours echoue
M,33,92,8,oui,non,11,oui,Amerique,oui,non,celibataire,10,Peripheriques et objets connectes,cours reussit
M,23,96,1,oui,non,9,non,Amerique,non,non,en couple,10,Intelligence artificielle 1,cours echoue
F,27,79,3,non,non,39,non,Amerique,oui,non,celibataire,8,Intelligence artificielle 2,cours reussit
F,19,98,7,non,oui,51,oui,Europe,oui,non,celibataire,4,Philosophie 1,cours echoue
F,32,76,5,oui,non,20,non,Oceanie,non,oui,celibataire,10,Robotique,cours echoue
F,36,64,6,non,non,40,non,Amerique,oui,oui,celibataire,7,Philosophie 3,cours reussit
M,30,37,3,oui,non,45,oui,Amerique,oui,non,celibataire,4,Langages de programmation avances,cours echoue
M,18,51,1,oui,non,57,oui,Afrique,oui,oui,celibataire,10,Application mobile 2,cours echoue
F,26,42,5,oui,oui,20,non,Afrique,non,non,en couple,10,Traitement du langage naturel,cours reussit
M,20,95,4,non,oui,51,non,Afrique,oui,oui,en couple,5,Application mobile 1,cours echoue
F,19,61,8,oui,non,6,non,Asie,non,oui,celibataire,5,Application mobile 2,cours echoue
M,40,80,4,oui,oui,36,non,Asie,non,non,celibataire,5,Application mobile 1,cours reussit
F,21,9,2,non,oui,50,non,Afrique,non,non,en couple,6,Systemes d'exploitation,cours echoue
F,40,46,7,non,non,27,oui,Oceanie,non,oui,celibataire,9,Fracais 2,cours reussit
M,32,89,4,non,oui,11,non,Afrique,non,non,celibataire,7,Philosophie 3,cours echoue
F,21,58,9,oui,non,12,non,Amerique,oui,non,celibataire,10,Langages de programmation avances,cours echoue
M,20,52,8,oui,non,59,oui,Oceanie,oui,oui,en couple,9,Langages de programmation avances,cours echoue
M,22,6,8,non,oui,35,oui,Afrique,non,non,celibataire,5,Structure de base de donnees,cours echoue
F,33,1,9,non,oui,21,non,Europe,non,oui,celibataire,6,Reseaux informatiques,cours reussit
M,27,68,9,oui,oui,42,oui,Afrique,non,oui,celibataire,8,Intelligence artificielle 2,cours echoue
M,20,26,4,non,oui,48,non,Oceanie,non,oui,en couple,6,Francais 3,cours reussit
M,26,61,6,non,oui,46,oui,Asie,oui,oui,celibataire,8,Genie logiciel,cours echoue
